pokedex_number,name,japanese_name,type1,type2,generation,is_legendary,height_m,weight_kg,speed,hp,attack,sp_attack,defense,sp_defense,egg_steps,happiness,base_total,capture_rate,experience,perc_male,against_bug,against_dragon,against_electric,against_fire,against_ice,against_poison,against_psychic,against_water,abilities
399,Bidoof,Bippaビッパ,normal,,4,no,0.5,20,31,59,45,35,40,40,3840,70,250,255,1000000,50,1,1,1,1,1,1,1,1,"['Simple', 'Unaware', 'Moody']"
400,Bibarel,Beadaruビーダル,normal,water,4,no,1,31.5,71,79,85,55,60,60,3840,70,410,127,1000000,50,1,1,2,0.5,0.5,1,1,0.5,"['Simple', 'Unaware', 'Moody']"
401,Kricketot,Korobohshiコロボーシ,bug,,4,no,0.3,2.2,25,37,25,25,41,41,3840,70,194,255,1059860,50,1,1,1,2,1,1,1,1,"['Shed Skin', 'Run Away']"
402,Kricketune,Korotockコロトック,bug,,4,no,1,25.5,65,77,85,55,51,51,3840,70,384,45,1059860,50,1,1,1,2,1,1,1,1,"['Swarm', 'Technician']"
403,Shinx,Kolinkコリンク,electric,,4,no,0.5,9.5,45,45,65,40,34,34,5120,70,263,235,1059860,50,1,1,0.5,1,1,1,1,1,"['Rivalry', 'Intimidate', 'Guts']"
404,Luxio,Luxioルクシオ,electric,,4,no,0.9,30.5,60,60,85,60,49,49,5120,100,363,120,1059860,50,1,1,0.5,1,1,1,1,1,"['Rivalry', 'Intimidate', 'Guts']"
405,Luxray,Rentorarレントラー,electric,,4,no,1.4,42,70,80,120,95,79,79,5120,70,523,45,1059860,50,1,1,0.5,1,1,1,1,1,"['Rivalry', 'Intimidate', 'Guts']"
406,Budew,Subomieスボミー,grass,poison,4,no,0.2,1.2,55,40,30,50,35,70,5120,70,280,255,1059860,50,1,1,0.5,2,2,1,2,0.5,"['Natural Cure', 'Poison Point', 'Leaf Guard']"
407,Roserade,Roseradeロズレイド,grass,poison,4,no,0.9,14.5,90,60,70,125,65,105,5120,70,515,75,1059860,50,1,1,0.5,2,2,1,2,0.5,"['Natural Cure', 'Poison Point', 'Technician']"
408,Cranidos,Zugaidosズガイドス,rock,,4,no,0.9,31.5,58,67,125,30,40,30,7680,70,350,45,600000,88.1,1,1,1,0.5,1,0.5,1,2,"['Mold Breaker', 'Sheer Force']"
409,Rampardos,Rampaldラムパルド,rock,,4,no,1.6,102.5,58,97,165,65,60,50,7680,70,495,45,600000,88.1,1,1,1,0.5,1,0.5,1,2,"['Mold Breaker', 'Sheer Force']"
410,Shieldon,Tatetopsタテトプス,rock,steel,4,no,0.5,57,30,30,42,42,118,88,7680,70,350,45,600000,88.1,0.5,0.5,1,1,0.5,0,0.5,2,"['Sturdy', 'Soundproof']"
411,Bastiodon,Toridepsトリデプス,rock,steel,4,no,1.3,149.5,30,60,52,47,168,138,7680,70,495,45,600000,88.1,0.5,0.5,1,1,0.5,0,0.5,2,"['Sturdy', 'Soundproof']"
412,Burmy,Minomucchiミノムッチ,bug,,4,no,0.2,3.4,36,40,29,29,45,45,3840,70,224,120,1000000,50,1,1,1,2,1,1,1,1,"['Shed Skin', 'Overcoat']"
413,Wormadam,Minomadam (kusaki No Mino)ミノマダム,bug,grass,4,no,0.5,6.5,36,60,69,69,95,95,3840,70,424,45,1000000,0,2,1,0.5,4,2,2,1,0.5,"['Anticipation', 'Overcoat']"
414,Mothim,Gamaleガーメイル,bug,flying,4,no,0.9,23.3,66,70,94,94,50,50,3840,70,424,45,1000000,100,0.5,1,2,2,2,1,1,1,"['Swarm', 'Tinted Lens']"
415,Combee,Mitsuhoneyミツハニー,bug,flying,4,no,0.3,5.5,70,30,30,30,42,42,3840,70,244,120,1059860,88.1,0.5,1,2,2,2,1,1,1,"['Honey Gather', 'Hustle']"
416,Vespiquen,Beequenビークイン,bug,flying,4,no,1.2,38.5,40,70,80,80,102,102,3840,70,474,45,1059860,0,0.5,1,2,2,2,1,1,1,"['Pressure', 'Unnerve']"
417,Pachirisu,Pachirisuパチリス,electric,,4,no,0.4,3.9,95,60,45,45,70,90,2560,100,405,200,1000000,50,1,1,0.5,1,1,1,1,1,"['Run Away', 'Pickup', 'Volt Absorb']"
418,Buizel,Buoyselブイゼル,water,,4,no,0.7,29.5,85,55,65,60,35,30,5120,70,330,190,1000000,50,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Water Veil']"
419,Floatzel,Floazelフローゼル,water,,4,no,1.1,33.5,115,85,105,85,55,50,5120,70,495,75,1000000,50,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Water Veil']"
420,Cherubi,Cherinboチェリンボ,grass,,4,no,0.4,3.3,35,45,35,62,45,53,5120,70,275,190,1000000,50,2,1,0.5,2,2,2,1,0.5,['Chlorophyll']
421,Cherrim,Cherrimチェリム,grass,,4,no,0.5,9.3,85,70,60,87,70,78,5120,70,450,75,1000000,50,2,1,0.5,2,2,2,1,0.5,['Flower Gift']
422,Shellos,Karanakushiカラナクシ,water,,4,no,0.3,6.3,34,76,48,57,48,62,5120,70,325,190,1000000,50,1,1,2,0.5,0.5,1,1,0.5,"['Sticky Hold', 'Storm Drain', 'Sand Force']"
423,Gastrodon,Tritodonトリトドン,water,ground,4,no,0.9,29.9,39,111,83,92,68,82,5120,70,475,75,1000000,50,1,1,0,0.5,1,0.5,1,1,"['Sticky Hold', 'Storm Drain', 'Sand Force']"
424,Ambipom,Etebothエテボース,normal,,4,no,1.2,20.3,115,75,100,60,66,66,5120,100,482,45,800000,50,1,1,1,1,1,1,1,1,"['Technician', 'Pickup', 'Skill Link']"
425,Drifloon,Fuwanteフワンテ,ghost,flying,4,no,0.4,1.2,70,90,50,60,34,44,7680,70,348,125,1640000,50,0.25,1,2,1,2,0.5,1,1,"['Aftermath', 'Unburden', 'Flare Boost']"
426,Drifblim,Fuwarideフワライド,ghost,flying,4,no,1.2,15,80,150,80,90,44,54,7680,70,498,60,1640000,50,0.25,1,2,1,2,0.5,1,1,"['Aftermath', 'Unburden', 'Flare Boost']"
427,Buneary,Mimirolミミロル,normal,,4,no,0.4,5.5,85,55,66,44,44,56,5120,0,350,190,1000000,50,1,1,1,1,1,1,1,1,"['Run Away', 'Klutz', 'Limber']"
428,Lopunny,Mimilopミミロップ,normal,,4,no,1.2,33.3,135,65,136,54,94,96,5120,140,580,60,1000000,50,1,1,1,1,1,1,1,1,"['Cute Charm', 'Klutz', 'Limber']"
429,Mismagius,Mumargiムウマージ,ghost,,4,no,0.9,4.4,105,60,60,105,60,105,6400,35,495,45,800000,50,0.5,1,1,1,1,0.5,1,1,['Levitate']
430,Honchkrow,Dongkarasuドンカラス,dark,flying,4,no,0.9,27.3,71,100,125,105,52,52,5120,35,505,30,1059860,50,1,1,2,1,2,1,0,1,"['Insomnia', 'Super Luck', 'Moxie']"
431,Glameow,Nyarmarニャルマー,normal,,4,no,0.5,3.9,85,49,55,42,42,37,5120,70,310,190,800000,24.6,1,1,1,1,1,1,1,1,"['Limber', 'Own Tempo', 'Keen Eye']"
432,Purugly,Bunyattoブニャット,normal,,4,no,1,43.8,112,71,82,64,64,59,5120,70,452,75,800000,24.6,1,1,1,1,1,1,1,1,"['Thick Fat', 'Own Tempo', 'Defiant']"
433,Chingling,Lisyanリーシャン,psychic,,4,no,0.2,0.6,45,45,30,65,50,50,6400,70,285,120,800000,50,2,1,1,1,1,1,0.5,1,['Levitate']
434,Stunky,Skunpuuスカンプー,poison,dark,4,no,0.4,19.2,74,63,63,41,47,41,5120,70,329,225,1000000,50,1,1,1,1,1,0.5,0,1,"['Stench', 'Aftermath', 'Keen Eye']"
435,Skuntank,Skutankスカタンク,poison,dark,4,no,1,38,84,103,93,71,67,61,5120,70,479,60,1000000,50,1,1,1,1,1,0.5,0,1,"['Stench', 'Aftermath', 'Keen Eye']"
436,Bronzor,Dohmirrorドーミラー,steel,psychic,4,no,0.5,60.5,23,57,24,24,86,86,5120,70,300,255,1000000,,1,0.5,1,2,0.5,0,0.25,1,"['Levitate', 'Heatproof', 'Heavy Metal']"
437,Bronzong,Dohtakunドータクン,steel,psychic,4,no,1.3,187,33,67,89,79,116,116,5120,70,500,90,1000000,,1,0.5,1,2,0.5,0,0.25,1,"['Levitate', 'Heatproof', 'Heavy Metal']"
438,Bonsly,Usohachiウソハチ,rock,,4,no,0.5,15,10,50,80,10,95,45,5120,70,290,255,1000000,50,1,1,1,0.5,1,0.5,1,2,"['Sturdy', 'Rock Head', 'Rattled']"
439,Mime Jr.,Maneneマネネ,psychic,fairy,4,no,0.6,13,60,20,25,70,45,90,6400,70,310,145,1000000,50,1,0,1,1,1,2,0.5,1,"['Soundproof', 'Filter', 'Technician']"
440,Happiny,Pinpukuピンプク,normal,,4,no,0.6,24.4,30,100,5,15,5,65,10240,140,220,130,800000,0,1,1,1,1,1,1,1,1,"['Natural Cure', 'Serene Grace', 'Friend Guard']"
441,Chatot,Perapペラップ,normal,flying,4,no,0.5,1.9,91,76,65,92,45,42,5120,35,411,30,1059860,50,0.5,1,2,1,2,1,1,1,"['Keen Eye', 'Tangled Feet', 'Big Pecks']"
442,Spiritomb,Mikarugeミカルゲ,ghost,dark,4,no,1,108,35,50,92,92,108,108,7680,70,485,100,1000000,50,1,1,1,1,1,0.5,0,1,"['Pressure', 'Infiltrator']"
443,Gible,Fukamaruフカマル,dragon,ground,4,no,0.7,20.5,42,58,70,40,45,45,10240,70,300,45,1250000,50,1,2,0,0.5,4,0.5,1,1,"['Sand Veil', 'Rough Skin']"
444,Gabite,Gabiteガバイト,dragon,ground,4,no,1.4,56,82,68,90,50,65,55,10240,70,410,45,1250000,50,1,2,0,0.5,4,0.5,1,1,"['Sand Veil', 'Rough Skin']"
445,Garchomp,Gaburiasガブリアス,dragon,ground,4,no,1.9,95,92,108,170,120,115,95,10240,70,700,45,1250000,50,1,2,0,0.5,4,0.5,1,1,"['Sand Veil', 'Rough Skin']"
446,Munchlax,Gonbeゴンベ,normal,,4,no,0.6,105,5,135,85,40,40,85,10240,70,390,50,1250000,88.1,1,1,1,1,1,1,1,1,"['Pickup', 'Thick Fat', 'Gluttony']"
447,Riolu,Rioluリオル,fighting,,4,no,0.7,20.2,60,40,70,35,40,40,6400,70,285,75,1059860,88.1,0.5,1,1,1,1,1,2,1,"['Steadfast', 'Inner Focus', 'Prankster']"
448,Lucario,Lucarioルカリオ,fighting,steel,4,no,1.2,54,112,70,145,140,88,70,6400,70,625,45,1059860,88.1,0.25,0.5,1,2,0.5,0,1,1,"['Steadfast', 'Inner Focus', 'Justified']"
449,Hippopotas,Hippopotasヒポポタス,ground,,4,no,0.8,49.5,32,68,72,38,78,42,7680,70,330,140,1250000,50,1,1,0,1,2,0.5,1,2,"['Sand Stream', 'Sand Force']"
450,Hippowdon,Kabaldonカバルドン,ground,,4,no,2,300,47,108,112,68,118,72,7680,70,525,60,1250000,50,1,1,0,1,2,0.5,1,2,"['Sand Stream', 'Sand Force']"
451,Skorupi,Scorupiスコルピ,poison,bug,4,no,0.8,12,65,40,50,30,90,55,5120,70,330,120,1250000,50,0.5,1,1,2,1,0.5,2,1,"['Battle Armor', 'Sniper', 'Keen Eye']"
452,Drapion,Dorapionドラピオン,poison,dark,4,no,1.3,61.5,95,70,90,60,110,75,5120,70,500,45,1250000,50,1,1,1,1,1,0.5,0,1,"['Battle Armor', 'Sniper', 'Keen Eye']"
453,Croagunk,Gureggruグレッグル,poison,fighting,4,no,0.7,23,50,48,61,61,40,40,2560,100,300,140,1000000,50,0.25,1,1,1,1,0.5,4,1,"['Anticipation', 'Dry Skin', 'Poison Touch']"
454,Toxicroak,Dokurogドクロッグ,poison,fighting,4,no,1.3,44.4,85,83,106,86,65,65,5120,70,490,75,1000000,50,0.25,1,1,1,1,0.5,4,1,"['Anticipation', 'Dry Skin', 'Poison Touch']"
455,Carnivine,Muskippaマスキッパ,grass,,4,no,1.4,27,46,74,100,90,72,72,6400,70,454,200,1250000,50,2,1,0.5,2,2,2,1,0.5,['Levitate']
456,Finneon,Keikouoケイコウオ,water,,4,no,0.4,7,66,49,49,49,56,61,5120,70,330,190,600000,50,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Storm Drain', 'Water Veil']"
457,Lumineon,Neolantネオラント,water,,4,no,1.2,24,91,69,69,69,76,86,5120,70,460,75,600000,50,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Storm Drain', 'Water Veil']"
458,Mantyke,Tamantaタマンタ,water,flying,4,no,1,65,50,45,20,60,50,120,6400,70,345,25,1250000,50,0.5,1,4,0.5,1,1,1,0.5,"['Swift Swim', 'Water Absorb', 'Water Veil']"
459,Snover,Yukikaburiユキカブリ,grass,ice,4,no,1,50.5,40,60,62,62,50,60,5120,70,334,120,1250000,50,2,1,0.5,4,1,2,1,0.5,"['Snow Warning', 'Soundproof']"
460,Abomasnow,Yukinoohユキノオー,grass,ice,4,no,2.2,135.5,30,90,132,132,105,105,5120,70,594,60,1250000,50,2,1,0.5,4,1,2,1,0.5,"['Snow Warning', 'Soundproof']"
461,Weavile,Manyulaマニューラ,dark,ice,4,no,1.1,34,125,70,120,45,65,85,5120,35,510,45,1059860,50,2,1,1,2,0.5,1,0,1,"['Pressure', 'Pickpocket']"
462,Magnezone,Jibacoilジバコイル,electric,steel,4,no,1.2,180,60,70,70,130,115,90,5120,70,535,30,1000000,,0.5,0.5,0.5,2,0.5,0,0.5,1,"['Magnet Pull', 'Sturdy', 'Analytic']"
463,Lickilicky,Berobeltベロベルト,normal,,4,no,1.7,140,50,110,85,80,95,95,5120,70,515,30,1000000,50,1,1,1,1,1,1,1,1,"['Own Tempo', 'Oblivious', 'Cloud Nine']"
464,Rhyperior,Dosidonドサイドン,ground,rock,4,no,2.4,282.8,40,115,140,55,130,55,5120,70,535,30,1250000,50,1,1,0,0.5,2,0.25,1,4,"['Lightningrod', 'Solid Rock', 'Reckless']"
465,Tangrowth,Mojumboモジャンボ,grass,,4,no,2,128.6,50,100,100,110,125,50,5120,70,535,30,1000000,50,2,1,0.5,2,2,2,1,0.5,"['Chlorophyll', 'Leaf Guard', 'Regenerator']"
466,Electivire,Elekibleエレキブル,electric,,4,no,1.8,138.6,95,75,123,95,67,85,6400,70,540,30,1000000,75.4,1,1,0.5,1,1,1,1,1,"['Motor Drive', 'Vital Spirit']"
467,Magmortar,Booburnブーバーン,fire,,4,no,1.6,68,83,75,95,125,67,95,6400,70,540,30,1000000,75.4,0.5,1,1,0.5,0.5,1,1,2,"['Flame Body', 'Vital Spirit']"
468,Togekiss,Togekissトゲキッス,fairy,flying,4,no,1.5,38,80,85,50,120,95,115,2560,70,545,30,800000,88.1,0.25,0,2,1,2,2,1,1,"['Hustle', 'Serene Grace', 'Super Luck']"
469,Yanmega,Megayanmaメガヤンマ,bug,flying,4,no,1.9,51.5,95,86,76,116,86,56,5120,70,515,30,1000000,50,0.5,1,2,2,2,1,1,1,"['Speed Boost', 'Tinted Lens', 'Frisk']"
470,Leafeon,Leafiaリーフィア,grass,,4,no,1,25.5,95,65,110,60,130,65,8960,35,525,45,1000000,88.1,2,1,0.5,2,2,2,1,0.5,"['Leaf Guard', 'Chlorophyll']"
471,Glaceon,Glaciaグレイシア,ice,,4,no,0.8,25.9,65,65,60,130,110,95,8960,35,525,45,1000000,88.1,1,1,1,2,0.5,1,1,1,"['Snow Cloak', 'Ice Body']"
472,Gliscor,Glionグライオン,ground,flying,4,no,2,42.5,95,75,95,45,125,75,5120,70,510,30,1059860,50,0.5,1,0,1,4,0.5,1,2,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']"
473,Mamoswine,Mammooマンムー,ice,ground,4,no,2.5,291,80,110,130,70,80,60,5120,70,530,50,1250000,50,1,1,0,2,1,0.5,1,2,"['Oblivious', 'Snow Cloak', 'Thick Fat']"
474,Porygon-Z,Porygon-zポリゴンＺ,normal,,4,no,0.9,34,90,85,80,135,70,75,5120,70,535,30,1000000,,1,1,1,1,1,1,1,1,"['Adaptability', 'Download', 'Analytic']"
475,Gallade,Erureidoエルレイド,psychic,fighting,4,no,1.6,52,110,68,165,65,95,115,5120,35,618,45,1250000,100,1,1,1,1,1,1,1,1,"['Steadfast', 'Justified']"
476,Probopass,Dainoseダイノーズ,rock,steel,4,no,1.4,340,40,60,55,75,145,150,5120,70,525,60,1000000,50,0.5,0.5,1,1,0.5,0,0.5,2,"['Sturdy', 'Magnet Pull', 'Sand Force']"
477,Dusknoir,Yonoirヨノワール,ghost,,4,no,2.2,106.6,45,45,100,65,135,135,6400,35,525,45,800000,50,0.5,1,1,1,1,0.5,1,1,"['Pressure', 'Frisk']"
478,Froslass,Yukimenokoユキメノコ,ice,ghost,4,no,1.3,26.6,110,70,80,80,70,70,5120,70,480,75,1000000,0,0.5,1,1,2,0.5,0.5,1,1,"['Snow Cloak', 'Cursed Body']"
479,Rotom,Rotomロトム,electric,ghost,4,no,0.3,0.3,86,50,65,105,107,107,5120,70,520,45,1000000,,0.5,1,0.5,1,1,0.5,1,1,['Levitate']
480,Uxie,Yuxieユクシー,psychic,,4,yes,0.3,0.3,95,75,75,75,130,130,20480,140,580,3,1250000,,2,1,1,1,1,1,0.5,1,['Levitate']
481,Mesprit,Emritエムリット,psychic,,4,yes,0.3,0.3,80,80,105,105,105,105,20480,140,580,3,1250000,,2,1,1,1,1,1,0.5,1,['Levitate']
482,Azelf,Agnomeアグノム,psychic,,4,yes,0.3,0.3,115,75,125,125,70,70,20480,140,580,3,1250000,,2,1,1,1,1,1,0.5,1,['Levitate']
483,Dialga,Dialgaディアルガ,steel,dragon,4,yes,5.4,683,90,100,120,150,120,100,30720,0,680,3,1250000,,0.5,1,0.5,1,1,0,0.5,0.5,"['Pressure', 'Telepathy']"
484,Palkia,Palkiaパルキア,water,dragon,4,yes,4.2,336,100,90,120,150,100,120,30720,0,680,3,1250000,,1,2,1,0.25,1,1,1,0.25,"['Pressure', 'Telepathy']"
485,Heatran,Heatranヒードラン,fire,steel,4,yes,1.7,430,77,91,90,130,106,106,2560,100,600,3,1250000,50,0.25,0.5,1,1,0.25,0,0.5,2,"['Flash Fire', 'Flame Body']"
486,Regigigas,Regigigasレジギガス,normal,,4,yes,3.7,420,100,110,160,80,110,110,30720,0,670,3,1250000,,1,1,1,1,1,1,1,1,['Slow Start']
487,Giratina,Giratina (another Forme)ギラティナ,ghost,dragon,4,yes,4.5,750,90,150,120,120,100,100,30720,0,680,3,1250000,,0.5,2,0.5,0.5,2,0.5,1,0.5,"['Pressure', 'Telepathy', 'Levitate']"
488,Cresselia,Cresseliaクレセリア,psychic,,4,yes,1.5,85.6,85,120,70,75,120,130,30720,100,600,3,1250000,0,2,1,1,1,1,1,0.5,1,['Levitate']
489,Phione,Phioneフィオネ,water,,4,no,0.4,3.1,80,80,80,80,80,80,10240,70,480,30,1250000,,1,1,2,0.5,0.5,1,1,0.5,['Hydration']
490,Manaphy,Manaphyマナフィ,water,,4,yes,0.3,1.4,100,100,100,100,100,100,2560,70,600,3,1250000,,1,1,2,0.5,0.5,1,1,0.5,['Hydration']
491,Darkrai,Darkraiダークライ,dark,,4,yes,1.5,50.5,125,70,90,135,90,90,30720,0,600,3,1250000,,2,1,1,1,1,1,0,1,['Bad Dreams']
492,Shaymin,Shaymin (sky Forme)シェイミ,grass,grass,4,yes,0.2,2.1,127,100,103,120,75,75,30720,100,600,45,1059860,,2,1,0.5,2,2,2,1,0.5,"['Natural Cure', 'Serene Grace']"
493,Arceus,Arceusアルセウス,normal,,4,yes,3.2,320,120,120,120,120,120,120,30720,0,720,3,1250000,,1,1,1,1,1,1,1,1,['Multitype']
494,Victini,Victiniビクティニ,psychic,fire,5,yes,0.4,4,100,100,100,100,100,100,30720,100,600,3,1250000,,1,1,1,0.5,0.5,1,0.5,2,['Victory Star']
495,Snivy,Tsutarjaツタージャ,grass,,5,no,0.6,8.1,63,45,45,45,55,55,5120,70,308,45,1059860,88.1,2,1,0.5,2,2,2,1,0.5,"['Overgrow', 'Contrary']"
496,Servine,Janovyジャノビー,grass,,5,no,0.8,16,83,60,60,60,75,75,5120,70,413,45,1059860,88.1,2,1,0.5,2,2,2,1,0.5,"['Overgrow', 'Contrary']"
497,Serperior,Jalordaジャローダ,grass,,5,no,3.3,63,113,75,75,75,95,95,5120,70,528,45,1059860,88.1,2,1,0.5,2,2,2,1,0.5,"['Overgrow', 'Contrary']"
498,Tepig,Pokabuポカブ,fire,,5,no,0.5,9.9,45,65,63,45,45,45,5120,70,308,45,1059860,88.1,0.5,1,1,0.5,0.5,1,1,2,"['Blaze', 'Thick Fat']"
499,Pignite,Chaobooチャオブー,fire,fighting,5,no,1,55.5,55,90,93,70,55,55,5120,70,418,45,1059860,88.1,0.25,1,1,0.5,0.5,1,2,2,"['Blaze', 'Thick Fat']"
500,Emboar,Enbuohエンブオー,fire,fighting,5,no,1.6,150,65,110,123,100,65,65,5120,70,528,45,1059860,88.1,0.25,1,1,0.5,0.5,1,2,2,"['Blaze', 'Reckless']"
501,Oshawott,Mijumaruミジュマル,water,,5,no,0.5,5.9,45,55,55,63,45,45,5120,70,308,45,1059860,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Torrent', 'Shell Armor']"
502,Dewott,Futachimaruフタチマル,water,,5,no,0.8,24.5,60,75,75,83,60,60,5120,70,413,45,1059860,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Torrent', 'Shell Armor']"
503,Samurott,Daikenkiダイケンキ,water,,5,no,1.5,94.6,70,95,100,108,85,70,5120,70,528,45,1059860,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Torrent', 'Shell Armor']"
504,Patrat,Minezumiミネズミ,normal,,5,no,0.5,11.6,42,45,55,35,39,39,3840,70,255,255,1000000,50,1,1,1,1,1,1,1,1,"['Run Away', 'Keen Eye', 'Analytic']"
505,Watchog,Miruhogミルホッグ,normal,,5,no,1.1,27,77,60,85,60,69,69,5120,70,420,255,1000000,50,1,1,1,1,1,1,1,1,"['Illuminate', 'Keen Eye', 'Analytic']"
506,Lillipup,Yorterrieヨーテリー,normal,,5,no,0.4,4.1,55,45,60,25,45,45,3840,70,275,255,1059860,50,1,1,1,1,1,1,1,1,"['Vital Spirit', 'Pickup', 'Run Away']"
507,Herdier,Herderrieハーデリア,normal,,5,no,0.9,14.7,60,65,80,35,65,65,3840,70,370,120,1059860,50,1,1,1,1,1,1,1,1,"['Intimidate', 'Sand Rush', 'Scrappy']"
508,Stoutland,Moolandムーランド,normal,,5,no,1.2,61,80,85,110,45,90,90,3840,70,500,45,1059860,50,1,1,1,1,1,1,1,1,"['Intimidate', 'Sand Rush', 'Scrappy']"
509,Purrloin,Choronekoチョロネコ,dark,,5,no,0.4,10.1,66,41,50,50,37,37,5120,70,281,255,1000000,50,2,1,1,1,1,1,0,1,"['Limber', 'Unburden', 'Prankster']"
510,Liepard,Lepardasレパルダス,dark,,5,no,1.1,37.5,106,64,88,88,50,50,5120,70,446,90,1000000,50,2,1,1,1,1,1,0,1,"['Limber', 'Unburden', 'Prankster']"
511,Pansage,Yanappuヤナップ,grass,,5,no,0.6,10.5,64,50,53,53,48,48,5120,70,316,190,1000000,88.1,2,1,0.5,2,2,2,1,0.5,"['Gluttony', 'Overgrow']"
512,Simisage,Yanakkieヤナッキー,grass,,5,no,1.1,30.5,101,75,98,98,63,63,5120,70,498,75,1000000,88.1,2,1,0.5,2,2,2,1,0.5,"['Gluttony', 'Overgrow']"
513,Pansear,Baoppuバオップ,fire,,5,no,0.6,11,64,50,53,53,48,48,5120,70,316,190,1000000,88.1,0.5,1,1,0.5,0.5,1,1,2,"['Gluttony', 'Blaze']"
514,Simisear,Baokkieバオッキー,fire,,5,no,1,28,101,75,98,98,63,63,5120,70,498,75,1000000,88.1,0.5,1,1,0.5,0.5,1,1,2,"['Gluttony', 'Blaze']"
515,Panpour,Hiyappuヒヤップ,water,,5,no,0.6,13.5,64,50,53,53,48,48,5120,70,316,190,1000000,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Gluttony', 'Torrent']"
516,Simipour,Hiyakkieヒヤッキー,water,,5,no,1,29,101,75,98,98,63,63,5120,70,498,75,1000000,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Gluttony', 'Torrent']"
517,Munna,Munnaムンナ,psychic,,5,no,0.6,23.3,24,76,25,67,45,55,2560,70,292,190,800000,50,2,1,1,1,1,1,0.5,1,"['Forewarn', 'Synchronize', 'Telepathy']"
518,Musharna,Musharnaムシャーナ,psychic,,5,no,1.1,60.5,29,116,55,107,85,95,2560,70,487,75,800000,50,2,1,1,1,1,1,0.5,1,"['Forewarn', 'Synchronize', 'Telepathy']"
519,Pidove,Mamepatoマメパト,normal,flying,5,no,0.3,2.1,43,50,55,36,50,30,3840,70,264,255,1059860,50,0.5,1,2,1,2,1,1,1,"['Big Pecks', 'Super Luck', 'Rivalry']"
520,Tranquill,Hatobohハトーボー,normal,flying,5,no,0.6,15,65,62,77,50,62,42,3840,70,358,120,1059860,50,0.5,1,2,1,2,1,1,1,"['Big Pecks', 'Super Luck', 'Rivalry']"
521,Unfezant,Kenhallowケンホロウ,normal,flying,5,no,1.2,29,93,80,115,65,80,55,3840,70,488,45,1059860,50,0.5,1,2,1,2,1,1,1,"['Big Pecks', 'Super Luck', 'Rivalry']"
522,Blitzle,Shimamaシママ,electric,,5,no,0.8,29.8,76,45,60,50,32,32,5120,70,295,190,1000000,50,1,1,0.5,1,1,1,1,1,"['Lightningrod', 'Motor Drive', 'Sap Sipper']"
523,Zebstrika,Zebraikaゼブライカ,electric,,5,no,1.6,79.5,116,75,100,80,63,63,5120,70,497,75,1000000,50,1,1,0.5,1,1,1,1,1,"['Lightningrod', 'Motor Drive', 'Sap Sipper']"
524,Roggenrola,Dangoroダンゴロ,rock,,5,no,0.4,18,15,55,75,25,85,25,3840,70,280,255,1059860,50,1,1,1,0.5,1,0.5,1,2,"['Sturdy', 'Weak Armor', 'Sand Force']"
525,Boldore,Gantleガントル,rock,,5,no,0.9,102,20,70,105,50,105,40,3840,70,390,120,1059860,50,1,1,1,0.5,1,0.5,1,2,"['Sturdy', 'Weak Armor', 'Sand Force']"
526,Gigalith,Gigaiathギガイアス,rock,,5,no,1.7,260,25,85,135,60,130,80,3840,70,515,45,1059860,50,1,1,1,0.5,1,0.5,1,2,"['Sturdy', 'Sand Stream', 'Sand Force']"
527,Woobat,Koromoriコロモリ,psychic,flying,5,no,0.4,2.1,72,65,45,55,43,43,3840,70,323,190,1000000,50,1,1,2,1,2,1,0.5,1,"['Unaware', 'Klutz', 'Simple']"
528,Swoobat,Kokoromoriココロモリ,psychic,flying,5,no,0.9,10.5,114,67,57,77,55,55,3840,70,425,45,1000000,50,1,1,2,1,2,1,0.5,1,"['Unaware', 'Klutz', 'Simple']"
529,Drilbur,Mogurewモグリュー,ground,,5,no,0.3,8.5,68,60,85,30,40,45,5120,70,328,120,1000000,50,1,1,0,1,2,0.5,1,2,"['Sand Rush', 'Sand Force', 'Mold Breaker']"
530,Excadrill,Doryuzuドリュウズ,ground,steel,5,no,0.7,40.4,88,110,135,50,60,65,5120,70,508,60,1000000,50,0.5,0.5,0,2,1,0,0.5,2,"['Sand Rush', 'Sand Force', 'Mold Breaker']"
531,Audino,Tabunneタブンネ,normal,,5,no,1.1,31,50,103,60,80,126,126,5120,70,545,255,800000,50,1,1,1,1,1,1,1,1,"['Healer', 'Regenerator', 'Klutz']"
532,Timburr,Dokkorerドッコラー,fighting,,5,no,0.6,12.5,35,75,80,25,55,35,5120,70,305,180,1059860,75.4,0.5,1,1,1,1,1,2,1,"['Guts', 'Sheer Force', 'Iron Fist']"
